2017-08-12 10:29:50,522,499.1587241893012
2017-08-12 11:29:51,608,498.4802288141028
2017-08-12 11:55:49,623,497.8017334389044
2017-08-12 12:56:46,624,497.123238063706
2017-08-12 14:02:50,619,496.44474268850763
2017-08-12 14:02:50,619,495.76624731330924
2017-08-12 15:29:47,575,495.08775193811084
2017-08-13 08:29:53,314,494.40925656291245
2017-08-13 09:29:54,456,493.73076118771405
2017-08-13 09:55:56,514,493.05226581251566
2017-08-13 11:29:55,617,492.37377043731726
2017-08-13 12:29:55,635,491.69527506211887
2017-08-13 13:02:55,636,491.0167796869205
2017-08-13 14:29:57,599,490.3382843117221
2017-08-13 16:02:56,494,489.6597889365237
2017-08-14 08:43:00,401,488.9812935613253
2017-08-14 09:29:57,511,488.3027981861269
2017-08-14 10:30:01,632,487.6243028109285
2017-08-14 12:02:58,652,486.9458074357301
2017-08-14 13:03:02,645,486.2673120605317
2017-08-14 14:03:00,640,485.5888166853333
2017-08-14 14:03:00,640,484.9103213101349
2017-08-14 15:30:00,593,484.2318259349365
2017-08-15 09:30:04,439,483.55333055973813
2017-08-15 09:57:02,489,482.87483518453973
2017-08-15 11:26:03,637,482.19633980934134
2017-08-15 12:26:03,678,481.51784443414294
2017-08-15 13:00:07,692,480.83934905894455
2017-08-15 14:00:06,685,480.16085368374615
2017-08-15 15:00:07,674,479.48235830854776
2017-08-15 16:03:03,675,478.80386293334936
2017-08-16 09:30:12,371,478.12536755815097
2017-08-16 10:29:08,464,477.4468721829526
2017-08-16 11:30:10,514,476.7683768077542
2017-08-16 11:56:10,540,476.0898814325558
2017-08-16 12:30:11,554,475.4113860573574
2017-08-16 13:56:11,559,474.732890682159
2017-08-16 14:56:11,567,474.0543953069606
2017-08-16 16:03:11,562,473.3758999317622
2017-08-17 09:26:17,1104,472.6974045565638
2017-08-17 09:59:17,1160,472.0189091813654
2017-08-17 11:33:16,1202,471.340413806167
2017-08-17 12:26:17,1267,470.6619184309686
2017-08-17 13:27:17,1286,469.98342305577023
2017-08-17 14:00:17,1286,469.30492768057184
2017-08-17 15:03:18,1287,468.62643230537344
2017-08-17 15:03:18,1287,467.94793693017505
2017-08-18 08:30:20,1034,467.26944155497665
2017-08-18 08:56:20,1041,466.59094617977826
2017-08-18 09:56:24,1099,465.91245080457986
2017-08-18 11:30:22,1270,465.23395542938147
2017-08-18 12:03:23,1287,464.5554600541831
2017-08-18 12:03:23,1287,463.8769646789847
2017-08-18 14:03:26,1286,463.1984693037863
2017-08-18 14:56:25,1286,462.5199739285879
2017-08-18 16:03:27,1272,461.8414785533895
2017-08-19 08:30:28,1034,461.1629831781911
2017-08-19 09:30:30,1113,460.4844878029927
2017-08-19 09:56:32,1149,459.8059924277943
2017-08-19 11:30:30,1278,459.1274970525959
2017-08-19 12:30:32,1281,458.4490016773975
2017-08-19 13:30:35,1283,457.7705063021991
2017-08-19 14:30:33,1285,457.09201092700073
2017-08-19 15:29:33,1286,456.41351555180233
2017-08-19 16:03:35,1276,455.73502017660394
