2017-08-12 10:29:50,329,314.1666666666667
2017-08-12 11:29:51,398,314.1666666666667
2017-08-12 11:55:49,404,314.1666666666667
2017-08-12 12:56:46,406,314.1666666666667
2017-08-12 14:29:49,411,314.1666666666667
2017-08-12 14:55:51,403,314.1666666666667
2017-08-12 15:29:47,402,314.1666666666667
2017-08-13 08:29:53,218,314.1666666666667
2017-08-13 09:29:54,282,314.1666666666667
2017-08-13 09:55:56,325,314.1666666666667
2017-08-13 11:29:55,401,314.1666666666667
2017-08-13 12:29:55,410,314.1666666666667
2017-08-13 13:02:55,411,314.1666666666667
2017-08-13 14:29:57,393,314.1666666666667
2017-08-13 16:02:56,338,314.1666666666667
2017-08-14 08:43:00,252,314.1666666666667
2017-08-14 09:29:57,317,314.1666666666667
2017-08-14 10:30:01,399,314.1666666666667
2017-08-14 12:02:58,406,314.1666666666667
2017-08-14 13:03:02,406,314.1666666666667
2017-08-14 14:03:00,411,314.1666666666667
2017-08-14 14:03:00,411,314.1666666666667
2017-08-14 15:30:00,400,314.1666666666667
2017-08-15 09:30:04,253,314.1666666666667
2017-08-15 09:57:02,284,314.1666666666667
2017-08-15 11:26:03,388,314.1666666666667
2017-08-15 12:26:03,409,314.1666666666667
2017-08-15 13:26:08,411,314.1666666666667
2017-08-15 14:00:06,412,314.1666666666667
2017-08-15 15:00:07,408,314.1666666666667
2017-08-15 16:03:03,387,314.1666666666667
2017-08-16 09:30:12,261,314.1666666666667
2017-08-16 10:29:08,336,314.1666666666667
2017-08-16 11:30:10,379,314.1666666666667
2017-08-16 11:56:10,397,314.1666666666667
2017-08-16 12:56:12,412,314.1666666666667
2017-08-16 13:30:12,411,314.1666666666667
2017-08-16 14:56:11,405,314.1666666666667
2017-08-16 16:03:11,398,314.1666666666667
2017-08-17 09:26:17,229,314.1666666666667
2017-08-17 09:59:17,285,314.1666666666667
2017-08-17 11:33:16,327,314.1666666666667
2017-08-17 12:26:17,392,314.1666666666667
2017-08-17 13:27:17,411,314.1666666666667
2017-08-17 14:00:17,411,314.1666666666667
2017-08-17 15:03:18,412,314.1666666666667
2017-08-17 15:03:18,412,314.1666666666667
2017-08-18 08:30:20,159,314.1666666666667
2017-08-18 08:56:20,166,314.1666666666667
2017-08-18 09:56:24,224,314.1666666666667
2017-08-18 11:30:22,395,314.1666666666667
2017-08-18 12:03:23,412,314.1666666666667
2017-08-18 12:03:23,412,314.1666666666667
2017-08-18 14:03:26,411,314.1666666666667
2017-08-18 14:56:25,411,314.1666666666667
2017-08-18 16:03:27,397,314.1666666666667
2017-08-19 08:30:28,159,314.1666666666667
2017-08-19 09:30:30,238,314.1666666666667
2017-08-19 09:56:32,274,314.1666666666667
2017-08-19 11:30:30,403,314.1666666666667
2017-08-19 12:30:32,406,314.1666666666667
2017-08-19 13:30:35,408,314.1666666666667
2017-08-19 14:30:33,410,314.1666666666667
2017-08-19 15:29:33,411,314.1666666666667
2017-08-19 16:03:35,401,314.1666666666667
